ID,DEPARTAMENTO,REFERENCIA,DESCRIPCION,VIA AFECTADA,FECHA,LONG,LAT,EVENTO,FUENTE,HubName,HubDist,cod_tramo,codigo_via,pr_inicial,dist_ini,pr_finl,dist_fin,territoria,tramo,sector,administra,ruta,length_km,corrlog
"5049",CUNDINAMARCA,Yucala,"Vía Girardot - Bogotá por alto flujo vehicular, sector Yucala, km 22+800. Aplica en sentido Girardot - Bogotá. No hay ruta alterna.",Girardot - Bogotá,2021/07/11,-74.662236045,4.21740308099999,Alto flujo vehicular,Concesión 40 Express,"273",7496.90461855349,"40050","4005","0",211,"62",980,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Girardot - Fusagasugá,"2",,111.43698919418,1. Bogotá-B/ventura-Ipiales
"5050",CUNDINAMARCA,Túnel Boquerón,(Aplica en ambos sentidos),Bogotá - Villavicencio,2019/04/18,-74.084565365,4.45933351899998,Accidente,DITRA,"297",29854.023318556,"40060","4006","0",0,"86",55,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Bogotá (El Portal) - Villavicencio,"2",,93.7824205324289,6. Bogotá-Yopal
"5051",CUNDINAMARCA,Sin Referencia,"(Aplica en ambos sentidos), Resolución 06050 del 20 de Septiembre de 2018, autoriza el cierre total de los sectores de las carreteras nacionales para la realización del evento deportivo denominado ""Clásica de Ciclismo ANDISEC""",Avenida Longitudinal de Occidente Ruta 40 CN07 Tramo Canoas - Río Bogotá,2018/09/30,-74.259208429,4.55168811499999,Evento Deportivo,ANDISEG - CONFEVIP,"129",11160.7483905644,"400562","4005","62",980,"122",0,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Fusagasugá - Silvania - Bogotá (Bosa),"2",,111.819988150307,1. Bogotá-B/ventura-Ipiales
"5052",CUNDINAMARCA,Villeta,"En la vía Bogotá - Honda, sector Villeta, km 57+700, aplica en ambos sentidos. No hay ruta alterna.",Bogotá - Honda,2023/01/07,-74.514646246,5.02039406400002,Caída de árbol,DITRA,"55",12175.6808351459,"50085","5008","5",850,"64",0,"12",Transversal Las Animas - Bogotá,Honda - Villeta,"1",,58.469459048685,3. Bogotá-B/quilla
"5053",CUNDINAMARCA,Santandercito,"En la vía El Colegio - El Charquito, sector Santandercito, aplica en ambos sentidos. No hay ruta alterna.",El Colegio - El Charquito,2023/01/07,-74.352352303,4.59045039099999,Evento Especial,DITRA,"129",15483.6100436479,"400562","4005","62",980,"122",0,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Fusagasugá - Silvania - Bogotá (Bosa),"2",,111.819988150307,1. Bogotá-B/ventura-Ipiales
"5054",CUNDINAMARCA,El Caiquero,"En la vía Bogotá - Villeta, sector El Caiquero, km 68+700, aplica en ambos sentidos. Ruta alterna: Contraflujo en la calzada contraria",Bogotá - Villeta,2023/01/07,-74.458825272,5.03476835700002,Deslizamiento,DITRA,"464",22925.9136749798,"500864","5008","64",0,"145",0,"12",Transversal Medellin - Bogotá,Villeta - Bogotá,"2",,167.758610434224,3. Bogotá-B/quilla
"5055",CUNDINAMARCA,Berlín,"En la vía Girardot - Mosquera, sector Berlín, km 11+500, aplica en ambos sentidos. Ruta alterna: Girardot - Ricaurte - Agua de Dios - Tocaima.",Girardot - Mosquera,2023/03/06,-74.76044339,4.39272656899999,Evento Especial,DITRA,"7",21904.2596188241,,"4508","0",0,"87",306,"24",Troncal del Magdalena,Girardot - Cambao,"2","40",88.7411293666951,
"5056",CUNDINAMARCA,Granada,(Aplica en sentidos Girardot - Bogotá),Bogotá - Girardot,2018/11/23,-74.339728761,4.52993619699998,Accidente,DITRA,"129",8815.97959513809,"400562","4005","62",980,"122",0,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Fusagasugá - Silvania - Bogotá (Bosa),"2",,111.819988150307,1. Bogotá-B/ventura-Ipiales
"5057",CUNDINAMARCA,,(Aplica en ambos sentidos),Bogotá - Villavicencio,2018/11/02,-73.775328542,4.19907510399997,Mantenimiento vial,DITRA,"297",15122.3411597732,"40060","4006","0",0,"86",55,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Bogotá (El Portal) - Villavicencio,"2",,93.7824205324289,6. Bogotá-Yopal
"5058",CUNDINAMARCA,Variante de Melgar,"(Aplica en ambos sentidos)contraflujo, por la calzada Girardot-Bogotá, desde la entrada de Melgar hasta el km24, para permitir el tránsito en ambos sentidos de la vía.",Bogotá - Girardot,2018/11/07,-74.637336456,4.21945424900002,Deslizamiento,DITRA,"272",353.55455371833,40TLE0,40TLE,"0",0,"4",338,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Variante Melgar,"2",,8.17258673292598,
"5059",CUNDINAMARCA,Sin referencia,"En la vía Sisga - Machetá, km 11+300, aplica en ambos sentidos. No hay ruta alterna.",Sisga - Machetá,2023/01/07,-73.655622636,5.09948959399998,Accidente,Concesión Transversal del Sisga,"50",10577.708426756,"56077","5607","7",146,"45",790,"12",Conexión Troncal Central del Norte - Troncal Villagarzon - Saravena,Brisas - Guateque,"2",,38.1922828150735,6. Bogotá-Yopal
"5060",CUNDINAMARCA,Sin Referencia,"(Aplica en ambos sentidos)-----Resolución 04093 del 26 de Junio de 2018, autorizar el cierre parcial de las carreteras nacionales por ""Vuelta a Cundinamarca""",Girardot - Nariño - Guataquí,2018/06/29,-74.808967035,4.288411811,Evento Deportivo,Federación Colombiana de Ciclismo,"114",9.19303644540066,"40050","4005","0",0,"0",211,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Puente Mariano Ospina Perez,"2",,0.210982674138544,1. Bogotá-B/ventura-Ipiales
"5061",CUNDINAMARCA,La Virgen,(Apica d ambos sentidos) Personal del municipio está realizando limpieza de la vía por caída de piedra,Bogotá - Choachí,2018/09/24,-73.975444539,4.56267861800001,Limpieza de vía.,DITRA,"33",4481.34322462421,4006A0,4006A,"0",0,"32",400,"12",Conexión Transversal Buenaventura - Puerto Carreño y Troncal Central del Norte,Bogotá - Choachí - Ubaque,"2",,31.7852479606138,
"5062",CUNDINAMARCA,Peaje Casablanca,"Resolución 06494 del 16 de Octubre del 2018, autorizar cierres totales en la vía  Nacional Zipaquirá - Ubaté, Ruta 45A04, en los carriles 21 sentido norte - sur y 42 sentido sur - norte de la estacion del peaje Casablanca,a partir de la fecha de la presente Rosolución y por 10 dias en el horario desde las 06:00 horas hasta las 18:00 horas.",Zipaquirá - Ubaté,2018/10/16,-73.912814286,5.10438894499998,Mantenimiento vial,INVIAS,"468",7312.51331388887,45A0428,45A04,"28",200,"67",1134,"12",Troncal Central,Zipaquirá - Ubaté,"1",,47.7973283563827,4. Bogotá-Cúcuta
"5063",CUNDINAMARCA,Sin Referencia,(aplica en ambos sentido),Bogotá - Villavicencio,2018/10/17,-73.78070296,4.20007093800001,Limpieza de vía.,DITRA,"297",14640.8367079659,"40060","4006","0",0,"86",55,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Bogotá (El Portal) - Villavicencio,"2",,93.7824205324289,6. Bogotá-Yopal
"5064",CUNDINAMARCA,Túnel Boquerón,(Aplica en ambos sentidos),Bogotá - Villavicencio,2019/04/18,-74.083127701,4.45580371199998,Alto flujo vehicular,DITRA,"297",29495.1584555804,"40060","4006","0",0,"86",55,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Bogotá (El Portal) - Villavicencio,"2",,93.7824205324289,6. Bogotá-Yopal
"5065",CUNDINAMARCA,Sin referencia,(Aplica en ambos sentidos) Caida de piedra,Bogotá - Villavicencio,2019/06/07,-74.094257934,4.478332927,Evento Especial,DITRA,"297",31982.2758731988,"40060","4006","0",0,"86",55,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Bogotá (El Portal) - Villavicencio,"2",,93.7824205324289,6. Bogotá-Yopal
"5066",CUNDINAMARCA,Sin Referencia,(Aplica en ambos sentidos),Villeta - Bogotá,2018/11/12,-74.45082637,5.064080612,Accidente,DITRA,"464",24566.9951335302,"500864","5008","64",0,"145",0,"12",Transversal Medellin - Bogotá,Villeta - Bogotá,"2",,167.758610434224,3. Bogotá-B/quilla
"5067",CUNDINAMARCA,Sin Referencia,(Aplica en ambos sentidos),Bogotá - Villavicencio,2018/10/19,-73.966570401,4.41552015500002,Accidente,DITRA,"297",16876.8738659132,"40060","4006","0",0,"86",55,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Bogotá (El Portal) - Villavicencio,"2",,93.7824205324289,6. Bogotá-Yopal
"5068",CUNDINAMARCA,Túnel Renacer,(Aplica en ambos sentidos),Bogotá - Villavicencio,2018/10/20,-74.019123691,4.44458881600002,Vehículo con fallas mecánicas,DITRA,"297",23228.304458921,"40060","4006","0",0,"86",55,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Bogotá (El Portal) - Villavicencio,"2",,93.7824205324289,6. Bogotá-Yopal
"5069",CUNDINAMARCA,Túnel de Quebradablanca,(Aplica en ambos sentidos),Bogotá - Villavicencio,2018/10/20,-73.866334823,4.32282540900002,Vehículo con fallas mecánicas,DITRA,"297",2588.99212193097,"40060","4006","0",0,"86",55,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Bogotá (El Portal) - Villavicencio,"2",,93.7824205324289,6. Bogotá-Yopal
"5070",CUNDINAMARCA,Puente Río Teusacá,(Aplica en ambos sentidos) Por izaje e instalación de vigas.,Bogotá - La Calera,2018/10/04,-73.978256526,4.70467398400001,Mantenimiento vial,Perimetral Oriental de Bogotá S.A.S,"48",7840.02597957536,"50090","5009","0",0,"35",0,"12",Conexión Transversal Buenaventura - Puerto Carreño y Troncal Central del Norte,Bogotá (Los Patios) - Guasca,"2",,34.907807705466,
"5071",CUNDINAMARCA,Sin Referencia,(Aplica en ambos sentidos),Bogotá - Villavicencio,2018/09/25,-73.786807978,4.20221314499997,Caída de piedra,DITRA,"297",14019.6628435782,"40060","4006","0",0,"86",55,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Bogotá (El Portal) - Villavicencio,"2",,93.7824205324289,6. Bogotá-Yopal
"5072",CUNDINAMARCA,Túnel de Sumapaz,(Aplica sentido hacia Bogotá),Girardot - Bogotá,2018/10/04,-74.564946317,4.26370624399999,Mantenimiento vial,DITRA,"273",5375.01267079381,"40050","4005","0",211,"62",980,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Girardot - Fusagasugá,"2",,111.43698919418,1. Bogotá-B/ventura-Ipiales
"5073",CUNDINAMARCA,Sin referencia,(Aplica en ambos sentidos),Bogotá - Villavicencio,2018/09/29,-73.784585595,4.201133728,Caída de piedra,DITRA,"297",14269.9609487796,"40060","4006","0",0,"86",55,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Bogotá (El Portal) - Villavicencio,"2",,93.7824205324289,6. Bogotá-Yopal
"5074",CUNDINAMARCA,Túnel Boquerón,(Aplica en ambos sentidos),Villavicencio - Bogotá,2018/09/25,-74.091974374,4.47504336100002,Mantenimiento vial,DITRA,"297",31558.4333889433,"40060","4006","0",0,"86",55,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Bogotá (El Portal) - Villavicencio,"2",,93.7824205324289,6. Bogotá-Yopal
"5075",CUNDINAMARCA,Túnel Boqueron,(Aplica en sentido Villavicencio - Bogotá ),Bogotá - Villavicencio,2018/09/25,-74.092316432,4.47550180100001,Mantenimiento vial,DITRA,"297",31619.5519900154,"40060","4006","0",0,"86",55,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Bogotá (El Portal) - Villavicencio,"2",,93.7824205324289,6. Bogotá-Yopal
"5076",CUNDINAMARCA,Sin Referencia,(Aplica en ambos sentidos),Bogotá - Villavicencio,2018/09/27,-73.78091961,4.200209105,Derrumbe,DITRA,"297",14613.4790177154,"40060","4006","0",0,"86",55,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Bogotá (El Portal) - Villavicencio,"2",,93.7824205324289,6. Bogotá-Yopal
"5077",CUNDINAMARCA,Sin referencia,"En la vía Bogotá - Villavicencio, km 50, aplica en sentido Bogotá - Villavicencio. Ruta alterna: Paso Bidireccional por el Túnel de Renacer.",Bogotá - Villavicencio,2023/01/08,-73.848503399,4.29200136700001,Accidente,Coviandina,"297",2298.7723651123,"40060","4006","0",0,"86",55,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Bogotá (El Portal) - Villavicencio,"2",,93.7824205324289,6. Bogotá-Yopal
"5078",CUNDINAMARCA,Túnel Quebrada Blanca,(Aplica en sentidos Bogotá - Villavicencio),Bogotá - Villavicencio,2018/10/20,-73.831240082,4.26935934800002,Derrame de combustible,DITRA,"297",5251.73337376827,"40060","4006","0",0,"86",55,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Bogotá (El Portal) - Villavicencio,"2",,93.7824205324289,6. Bogotá-Yopal
"5079",CUNDINAMARCA,Sin Referencia,(Aplica en ambos sentidos),Mondoñedo - La Mesa,2018/10/20,-74.290174936,4.64064900300002,Deslizamiento,DITRA,"296",8046.53876294529,40CN070,40CN07,"0",0,"14",550,"12",Alternas a la Transversal Buenaventura - Villavicencio - Puerto Carreño,Chusacá - Canoas - Río Bogotá,"1",,14.6031878300041,1. Bogotá-B/ventura-Ipiales
"5080",CUNDINAMARCA,Peaje de San Miguel,(Aplica en ambos sentidos),Sibaté - Fusagasuga,2018/10/20,-74.303495086,4.445142132,Derrumbe,DITRA,"129",1668.42064606937,"400562","4005","62",980,"122",0,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Fusagasugá - Silvania - Bogotá (Bosa),"2",,111.819988150307,1. Bogotá-B/ventura-Ipiales
"5081",CUNDINAMARCA,Sin Referencia,(Aplica en ambos sentidos),Bogotá - Villvicencio,2018/09/28,-73.781706416,4.20040484399999,Caída de piedra,DITRA,"297",14539.6407788521,"40060","4006","0",0,"86",55,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Bogotá (El Portal) - Villavicencio,"2",,93.7824205324289,6. Bogotá-Yopal
"5082",CUNDINAMARCA,Tausa,(Aplica en ambos sentidos),Bogotá - Chiquinquirá,2018/10/05,-73.877631536,5.20431318099997,Accidente,DITRA,"468",4477.10766096394,45A0428,45A04,"28",200,"67",1134,"12",Troncal Central,Zipaquirá - Ubaté,"1",,47.7973283563827,4. Bogotá-Cúcuta
"5083",CUNDINAMARCA,Sin referencia,(Aplica en ambos sentidos),Bogotá - Villavicencio,2018/10/01,-73.787073584,4.202394309,Caída de piedra,DITRA,"297",13985.3810099434,"40060","4006","0",0,"86",55,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Bogotá (El Portal) - Villavicencio,"2",,93.7824205324289,6. Bogotá-Yopal
"5084",CUNDINAMARCA,Sin referencia,"En la vía El Sisga – Machetá, km 8+560, aplica en ambos sentidos. No hay ruta alterna.",El Sisga – Machetá,2023/01/08,-73.664924913,5.09473534300002,Accidente,Concesión Transversal del Sisga S.A.S,"50",11260.6943606949,"56077","5607","7",146,"45",790,"12",Conexión Troncal Central del Norte - Troncal Villagarzon - Saravena,Brisas - Guateque,"2",,38.1922828150735,6. Bogotá-Yopal
"5085",CUNDINAMARCA,Tocancipá,"En la vía Bogotá - Tunja, sector Tocancipá, km 26+200, aplica en ambos sentidos. No hay ruta alterna.",Bogotá - Tunja,2023/03/18,-73.902539932,4.96854342199998,Desbordamiento de río,DITRA,"452",14859.7163093079,"55010","5501","25",964,"59",0,"12",Troncal Central del Norte,Tocancipá - Chocontá,"2",,66.5320002209741,4. Bogotá-Cúcuta
"5086",CUNDINAMARCA,Peaje Bicentenario,"(Aplica en ambos sentidos), Resolución 06650 del 22 de Octubre de 2018, modifica la Resolución No. 06548 del 17 de Octubre de 2018 la cual para todos los efectos quedara así:
Autorizar los cierres en el hoarario desde las 23:00 horas hasta las 05:00 horas del siguiente día a partir de la fecha de expedición de la presente Resolución y hasta el 25 de Octubre de 2018",Villeta - Honda,2018/10/23,-74.683774138,5.20276605599997,Mantenimiento vial,INVÍAS,"55",15363.6336701792,"50085","5008","5",850,"64",0,"12",Transversal Las Animas - Bogotá,Honda - Villeta,"1",,58.469459048685,3. Bogotá-B/quilla
"5087",CUNDINAMARCA,Sin referencia,(Aplica en ambos sentidos),Bogotá - Villavicencio,2018/11/13,-74.012069366,4.43788140499998,Accidente,JPG,"297",22149.8279075651,"40060","4006","0",0,"86",55,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Bogotá (El Portal) - Villavicencio,"2",,93.7824205324289,6. Bogotá-Yopal
"5088",CUNDINAMARCA,Sin Referencia,(Aplica en ambos sentidos),Bogotá - Villavicencio,2018/10/06,-73.781526301,4.200372937,Derrumbe,DITRA,"297",14555.4536804724,"40060","4006","0",0,"86",55,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Bogotá (El Portal) - Villavicencio,"2",,93.7824205324289,6. Bogotá-Yopal
"5089",CUNDINAMARCA,Sin Referencia,(Aplica en sentido Bogotá - Villavicencio),Bogotá - Villavicencio,2018/10/07,-73.894232077,4.36071770900003,Caída de piedra,DITRA,"297",7380.52628161294,"40060","4006","0",0,"86",55,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Bogotá (El Portal) - Villavicencio,"2",,93.7824205324289,6. Bogotá-Yopal
"5090",CUNDINAMARCA,Los Tanques,"En la vía Bogotá - Choachí, sector Los Tanques, km 21+500, aplica en ambos sentidos. No hay ruta alterna.",Bogotá - Choachí,2023/03/07,-73.928372309,4.53192832799999,Caída de árbol,Concesion,"33",3508.4857749388,4006A0,4006A,"0",0,"32",400,"12",Conexión Transversal Buenaventura - Puerto Carreño y Troncal Central del Norte,Bogotá - Choachí - Ubaque,"2",,31.7852479606138,
"5091",CUNDINAMARCA,La Yucala,(Aplica en ambos sentidos),Bogotá - Girardot,2018/10/06,-74.661421739,4.21745348600001,Caída de piedra,DITRA,"273",7427.85933321773,"40050","4005","0",211,"62",980,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Girardot - Fusagasugá,"2",,111.43698919418,1. Bogotá-B/ventura-Ipiales
"5092",CUNDINAMARCA,San Francisco,(Aplica en ambos sentidos),Bogotá - Villeta,2018/10/21,-74.309524278,4.97702512000001,Caída de piedra,DITRA,"464",8669.96463643741,"500864","5008","64",0,"145",0,"12",Transversal Medellin - Bogotá,Villeta - Bogotá,"2",,167.758610434224,3. Bogotá-B/quilla
"5093",CUNDINAMARCA,Simijaca,"Vía Bogotá - Tunja por accidente, sector Simijaca. Aplica en ambos sentidos. No hay ruta alterna.",Bogotá - Tunja,2021/07/12,-73.835873799,5.506675653,Accidente,DITRA,"300",13316.7255921725,45A050,45A05,"0",0,"89",340,"04",Troncal Central,Ubaté - Puente Nacional,"1",,94.5446286592459,4. Bogotá-Cúcuta
"5094",CUNDINAMARCA,Túnel de Quebrada blanca,(Aplica en ambos sentidos),Bogotá - Villavicencio,2018/11/06,-74.025538159,4.44107944199999,Derrame de combustible,DITRA,"297",23487.6620956754,"40060","4006","0",0,"86",55,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Bogotá (El Portal) - Villavicencio,"2",,93.7824205324289,6. Bogotá-Yopal
"5095",CUNDINAMARCA,Peaje Naranjal,(Aplica en ambos sentidos)**Se realizan pasos alternados cada 30 minutos hasta las 04:00 horas del 07 de Noviembre de 2018,Bogotá - Villavicencio,2018/11/07,-73.834577914,4.279655999,Mantenimiento vial,DITRA,"297",4292.30421139172,"40060","4006","0",0,"86",55,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Bogotá (El Portal) - Villavicencio,"2",,93.7824205324289,6. Bogotá-Yopal
"5096",CUNDINAMARCA,Peaje Chusaca,(Aplica en ambos sentidos),Bogotá - Girardot,2021/04/03,-74.277434585,4.53041102499998,Alto flujo vehicular,DITRA,"129",8219.92787372931,"400562","4005","62",980,"122",0,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Fusagasugá - Silvania - Bogotá (Bosa),"2",,111.819988150307,1. Bogotá-B/ventura-Ipiales
"5097",CUNDINAMARCA,Túnel Naranjal,(Aplica en ambos sentidos),Bogotá - Villavicencio,2018/11/08,-73.835185816,4.277314504,Mantenimiento vial,DITRA,"297",4373.94386135454,"40060","4006","0",0,"86",55,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Bogotá (El Portal) - Villavicencio,"2",,93.7824205324289,6. Bogotá-Yopal
"5098",CUNDINAMARCA,Túnel Boquerón,(Aplica en ambos sentidos)**Aplica hasta las 04:00 horas del 10 de Enero de 2019,Bogotá - Villavicencio,2019/01/10,-74.093462252,4.477148086,Mantenimiento vial,DITRA,"297",31831.8960797993,"40060","4006","0",0,"86",55,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Bogotá (El Portal) - Villavicencio,"2",,93.7824205324289,6. Bogotá-Yopal
"5099",CUNDINAMARCA,Puente Quetame,(Aplica en ambos sentidos),Bogotá - Villavicencio,2019/01/23,-73.87326649,4.33479237099999,Simulacro,DITRA,"297",3953.25935647058,"40060","4006","0",0,"86",55,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Bogotá (El Portal) - Villavicencio,"2",,93.7824205324289,6. Bogotá-Yopal
"5100",CUNDINAMARCA,Cota,(Aplica en ambos sentidos),Bogotá - Chía,2018/12/07,-74.102096283,4.80992352499999,Alto flujo vehicular,DITRA,"464",24327.4746089405,"500864","5008","64",0,"145",0,"12",Transversal Medellin - Bogotá,Villeta - Bogotá,"2",,167.758610434224,3. Bogotá-B/quilla
"5101",CUNDINAMARCA,Guayabetal,(Aplica en ambos sentidos),Bogotá - Villavicencio,2018/12/07,-73.805680407,4.20073096800002,Accidente,DITRA,"297",12915.1632094689,"40060","4006","0",0,"86",55,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Bogotá (El Portal) - Villavicencio,"2",,93.7824205324289,6. Bogotá-Yopal
"5102",CUNDINAMARCA,Sin Referencia,(Aplica en ambos sentidos),Peaje Los Patios - La Calera,2018/12/11,-74.005783072,4.66010873200003,Mantenimiento vial,DITRA,"48",13628.9969922841,"50090","5009","0",0,"35",0,"12",Conexión Transversal Buenaventura - Puerto Carreño y Troncal Central del Norte,Bogotá (Los Patios) - Guasca,"2",,34.907807705466,
"5103",CUNDINAMARCA,Sin referencia,(Aplica en ambos sentidos),Bogotá - Villavicencio,2019/01/10,-73.774672468,4.19902453999998,Mantenimiento vial,DITRA,"297",15175.9877742421,"40060","4006","0",0,"86",55,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Bogotá (El Portal) - Villavicencio,"2",,93.7824205324289,6. Bogotá-Yopal
"5104",CUNDINAMARCA,Sin Referencia,(Aplica sentido Bogotá - Girardot),Bogotá - Girardot,2019/01/23,-74.30874731,4.53747394200002,Vehículo con fallas mecánicas,DITRA,"129",8595.89254783961,"400562","4005","62",980,"122",0,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Fusagasugá - Silvania - Bogotá (Bosa),"2",,111.819988150307,1. Bogotá-B/ventura-Ipiales
"5105",CUNDINAMARCA,Alto del Trigo,(Aplica en ambos sentidos),Guaduas - Villeta,2019/01/11,-74.534794425,5.00656881899999,Accidente,DITRA,"55",12056.8010014042,"50085","5008","5",850,"64",0,"12",Transversal Las Animas - Bogotá,Honda - Villeta,"1",,58.469459048685,3. Bogotá-B/quilla
"5106",CUNDINAMARCA,Sin Referencia,(Aplica en ambos sentidos),Villeta - Guaduas,2018/11/27,-74.508639127,5.02776894499999,Vehículo con fallas mecánicas,DITRA,"55",12084.0235672446,"50085","5008","5",850,"64",0,"12",Transversal Las Animas - Bogotá,Honda - Villeta,"1",,58.469459048685,3. Bogotá-B/quilla
"5107",CUNDINAMARCA,Chipaque,"En la vía Bogotá - Villavicencio, sector Chipaque, km 18+560, aplica en sentido Bogotá - Villavicencio. No hay ruta alterna.",Bogotá - Villavicencio,2023/08/27,-74.009402645,4.43394858800002,Accidente,COVIANDINA,"297",21635.6508550451,"40060","4006","0",0,"86",55,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Bogotá (El Portal) - Villavicencio,"2",,93.7824205324289,6. Bogotá-Yopal
"5108",CUNDINAMARCA,Familia,(Aplica en ambos sentidos),Cajicá - Zipaquirá,2018/12/14,-74.00370403,4.98919986200002,Accidente,DITRA,"467",1496.49398443678,45A0416,45A04,"16",100,"25",200,"12",Troncal Central,Cajicá - Zipaquirá,"2",,18.7031524329181,4. Bogotá-Cúcuta
"5109",CUNDINAMARCA,Chinauta,(Ambos sentidos de circulación),Girardot - Bogotá,2018/12/14,-74.469326973,4.28712371300003,Accidente,DITRA,"273",16189.4610370644,"40050","4005","0",211,"62",980,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Girardot - Fusagasugá,"2",,111.43698919418,1. Bogotá-B/ventura-Ipiales
"5110",CUNDINAMARCA,Guayabetal,(Aplica en ambos sentidos)se le esta dando prioridad en la vía a los vehiculos de emergencia por falla en una estructura en chirajara,Bogotá - Villavicencio,2018/11/26,-73.79199631,4.20303540899999,Evento Especial,DITRA,"297",13585.7805518799,"40060","4006","0",0,"86",55,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Bogotá (El Portal) - Villavicencio,"2",,93.7824205324289,6. Bogotá-Yopal
"5111",CUNDINAMARCA,Sin Referencia,(Aplica en ambos sentidos),Bogotá - Villavicencio,2019/01/13,-73.939361298,4.41246059100001,Accidente,DITRA,"297",14804.6832149202,"40060","4006","0",0,"86",55,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Bogotá (El Portal) - Villavicencio,"2",,93.7824205324289,6. Bogotá-Yopal
"5112",CUNDINAMARCA,Túnel Quebrada Blanca,(Aplica en ambos sentidos),Bogotá - Villavicencio,2019/01/14,-73.834632335,4.28093433800001,Mantenimiento vial,DITRA,"297",4216.6458113592,"40060","4006","0",0,"86",55,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Bogotá (El Portal) - Villavicencio,"2",,93.7824205324289,6. Bogotá-Yopal
"5113",CUNDINAMARCA,Sin Referencia,"(Aplica en ambos sentidos)**Paso a los vehículos particulares, buses y busetas.",Bogotá - Villavicencio,2018/11/28,-74.029008789,4.44072773099998,Agrupación de personas,DITRA,"297",23750.56270195,"40060","4006","0",0,"86",55,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Bogotá (El Portal) - Villavicencio,"2",,93.7824205324289,6. Bogotá-Yopal
"5114",CUNDINAMARCA,Subia,(Aplica en sentido Bogotá - Girardot),Bogotá - Girardot,2018/12/19,-74.3860242,4.46217444299998,Accidente,DITRA,"129",9391.04838956071,"400562","4005","62",980,"122",0,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Fusagasugá - Silvania - Bogotá (Bosa),"2",,111.819988150307,1. Bogotá-B/ventura-Ipiales
"5115",CUNDINAMARCA,Sin Referencia,(Aplica en ambos sentidos),Bogotá - Villeta,2019/01/15,-74.437276508,4.965815351,Rescate de vehículo,DITRA,"464",16661.6210093283,"500864","5008","64",0,"145",0,"12",Transversal Medellin - Bogotá,Villeta - Bogotá,"2",,167.758610434224,3. Bogotá-B/quilla
"5117",CUNDINAMARCA,Alto de Rosas,(Aplica en sentido Bogotá - Girardot),Bogotá - Giradot,2018/11/30,-74.281981314,4.53932986900003,Accidente,DITRA,"129",9024.73036093572,"400562","4005","62",980,"122",0,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Fusagasugá - Silvania - Bogotá (Bosa),"2",,111.819988150307,1. Bogotá-B/ventura-Ipiales
