ID,DEPARTAMENTO,REFERENCIA,DESCRIPCION,VIA AFECTADA,FECHA,LONG,LAT,EVENTO,FUENTE,HubName,HubDist,cod_tramo,codigo_via,pr_inicial,dist_ini,pr_finl,dist_fin,territoria,tramo,sector,administra,ruta,length_km,corrlog
"644",BOLIVAR,MARIA LA BAJA,NECESIDADES DE EDUCACION,SAN ONOFRE - CRUZ DEL VISO,2023/05/08,,,Manifestación de personas,COLFECAR,,,,,,,,,,,,,,,
"645",LA GUAJIRA,PEAJE ALTO PINO,INSTALACION DE TORRES DE ENERGIA,RIOHACHA - MAICAO,2023/05/09,,,Manifestación de personas,COLFECAR,,,,,,,,,,,,,,,
"646",META,PERALONSO,,VILLAVICENCIO - PTO LOPEZ,2023/05/09,,,Manifestación de personas,COLFECAR,,,,,,,,,,,,,,,
"647",BOLIVAR,SAN JUAN DE NEPOMUCENO,FALTA DE SERVICIO DE AGUA,PTA DE HIERRO - CARRETO,2023/05/09,,,Manifestación de personas,COLFECAR,,,,,,,,,,,,,,,
"648",LA GUAJIRA,RESGUARDO LOMAMATO,NECESIDADES DE EDUCACION,DISTRACCION - CUESTECITAS,2023/05/10,,,Manifestación de personas,COLFECAR,,,,,,,,,,,,,,,
"649",SANTANDER,EL ARENAL,,BUCARAMANGA - SAN ALBERTO,2023/05/10,,,Manifestación de personas,COLFECAR,,,,,,,,,,,,,,,
"650",BOYACÁ,SOCHA,,BELEN - SACAMA,2023/05/10,,,Manifestación de personas,COLFECAR,,,,,,,,,,,,,,,
"657",ANTIOQUIA,Salida de Urrao,(Aplica en ambos sentidos),Urrao - Betulia,2018/05/29,-76.130586588,6.29577043099999,Derrumbe,DITRA,"387",32439.0849820742,25B020,25B02,"0",0,"73",10,"01",Alternas a la Troncal de Occidente,Bolombolo - Santafé de Antioquia,"2",,72.4526399445657,
"658",ANTIOQUIA,Cañaveral,"En la vía Bolombolo - Santa Fé de Antioquia, sector Cañaveral, km 60+200, aplica en ambos sentidos, No hay ruta alterna.",Bolombolo - Santa Fé de Antioquia,2022/11/28,-75.821276916,6.411318091,Deslizamiento,DITRA,"387",18865.7768446077,25B020,25B02,"0",0,"73",10,"01",Alternas a la Troncal de Occidente,Bolombolo - Santafé de Antioquia,"2",,72.4526399445657,
"659",ANTIOQUIA,Ventanas,"En la vía Yarumal - Valdivia, sector Ventanas, aplica en ambos sentidos. No hay ruta alterna.",Yarumal - Valdivia,2022/07/02,-75.454808697,7.078596613,Derrumbe,DITRA,"159",14391.6912115289,"25110","2511","0",0,"124",705,"01",Troncal de Occidente,Los Llanos - Tarazá,"1",,124.20462403312,2. Cali-Medellín-Cartagena
"662",ANTIOQUIA,El Pital,"En la vía Los Llanos – Tarazá, sector El Pital, km 76+400, aplica en ambos sentidos. No hay ruta alterna.",Los Llanos - Tarazá,2023/07/24,-75.394926869,7.25501125099998,Mantenimiento vial,INVIAS,"159",6595.36211833847,"25110","2511","0",0,"124",705,"01",Troncal de Occidente,Los Llanos - Tarazá,"1",,124.20462403312,2. Cali-Medellín-Cartagena
"666",ANTIOQUIA,Cáceres,"En la vía Yarumal - Caucasia, sector Cáceres, aplica en ambos sentidos. No hay ruta alterna.",Yarumal - Caucasia,2023/07/24,-75.35990933,7.589137177,Accidente,DITRA,"145",21831.0290706118,"25120","2512","0",0,"61",276,"01",Troncal de Occidente,Tarazá - Caucasia,"1",,60.4835437981952,2. Cali-Medellín-Cartagena
"669",ANTIOQUIA,El Pital,"En la vía Los Llanos – Tarazá, sector El Pital, km 76+200, aplica en ambos sentidos. Se realizarán cierres esporádicos de lunes a viernes. No hay ruta alterna.",Los Llanos – Tarazá,2022/10/18,-75.396034233,7.249738224,Mantenimiento vial,DITRA,"159",6008.40469906532,"25110","2511","0",0,"124",705,"01",Troncal de Occidente,Los Llanos - Tarazá,"1",,124.20462403312,2. Cali-Medellín-Cartagena
"671",ANTIOQUIA,Sin referencia,"En la vía Medellín - San Jerónimo, km 31+400, aplica en ambos sentidos. No hay ruta alterna.",Medellín - San Jerónimo,2022/11/29,-75.71116384,6.42893781800001,Accidente,Devimar,"609",6984.73339079068,"620416","6204","16",0,"71",0,"01",Troncal de Urabá,Puente Aurra - Medellín,"1","62",54.8963449541892,2. Cali-Medellín-Cartagena
"673",ANTIOQUIA,El Yarumo,(Aplica en ambos sentidos),La Ceja - Río Negro,2018/09/12,-75.393576475,6.04973744799997,Accidente,DITRA,"281",6327.6294103132,"560110","5601","10",500,"49",0,"01",Circuito Medellin - Valle de Rionegro,Glorieta Las Palmas - La Unión,"2",,38.3594324898113,
"674",ANTIOQUIA,Anzá,"En la vía Santa Fé de Antioquia - Bolombolo, sector Anzá, km 46+500, aplica en ambos sentidos. No hay ruta alterna.",Santa Fé de Antioquia - Bolombolo,2022/08/24,-75.847750245,6.31952739799999,Mantenimiento vial,DITRA,"387",8589.92196194873,25B020,25B02,"0",0,"73",10,"01",Alternas a la Troncal de Occidente,Bolombolo - Santafé de Antioquia,"2",,72.4526399445657,
"678",ANTIOQUIA,La Frisolera,(Aplica en ambos sentidos),Valdivia - Medellín,2018/04/22,-75.442619048,7.0089547,Vehículo con fallas mecánicas,DITRA,"159",21217.9805988194,"25110","2511","0",0,"124",705,"01",Troncal de Occidente,Los Llanos - Tarazá,"1",,124.20462403312,2. Cali-Medellín-Cartagena
"679",ANTIOQUIA,Santo Tomás,"En la vía La Mansa - Primavera, sector Santo Tomás, km 69+600, aplica en ambos sentidos. No hay ruta alterna.",La Mansa - Primavera,2023/03/13,-75.762002172,6.03706492399999,Mantenimiento vial,DITRA,"574",4294.61540460865,"600376","6003","44",200,"88",100,"01",Transversal Tribuga - Arauca,Peñalisa - Primavera,"2",,43.5277617179389,
"688",ANTIOQUIA,Sin referencia,"En la vía Los Llanos de Cuivá - Tarazá, km 4, aplica en ambos sentidos. No hay ruta alterna.",Los Llanos de Cuivá - Tarazá,2022/07/02,-75.465817177,6.83354795499997,Deslizamiento,DITRA,"159",40727.7044841577,"25110","2511","0",0,"124",705,"01",Troncal de Occidente,Los Llanos - Tarazá,"1",,124.20462403312,2. Cali-Medellín-Cartagena
"692",ANTIOQUIA,San Luis,"En la vía Santuario - Caño Alegre, sector San Luis, aplica en ambos sentidos. No hay ruta alterna.",Santuario - Caño Alegre,2023/03/01,-74.978859105,5.96952966100002,Derrumbe,DITRA,"205",7837.04447536465,"60050","6005","3",0,"135",600,"01",Transversal Medellin - Bogotá,Peaje Cocorna - Cruce Ruta 45 (Caño Alegre),"1","60",132.246285712595,
"696",ANTIOQUIA,Chuscalito,,Doble Calzada las Palmas - Glorieta Alto de Palmas,2023/02/11,-75.546433651,6.17414839700001,Restricción de carga,,"280",1188.86288197229,"56010","5601","0",0,"10",500,"01",Circuito Medellin - Valle de Rionegro,Medellín - Glorieta Las Palmas,"3",,10.1441124050585,
"699",ANTIOQUIA,La Noque,"En la vía Bolombolo - Santa Fé de Antioquia, sector La Noque, km 61+000, aplica en ambos sentidos. No hay ruta alterna.",Bolombolo - Santa Fé de Antioquia,2022/10/20,-75.819396698,6.42011520900002,Material en la vía,DITRA,"387",19857.0955680843,25B020,25B02,"0",0,"73",10,"01",Alternas a la Troncal de Occidente,Bolombolo - Santafé de Antioquia,"2",,72.4526399445657,
"704",ANTIOQUIA,Santa Rosa de Osos,(Aplica en ambos sentidos),Medellín - Los Llanos,2021/04/01,-75.463484164,6.666598292,Accidente,DITRA,"158",2775.03219065358,"251052","2510","52",474,"87",1295,"01",Troncal de Occidente,Hoyo Rico - Los Llanos,"1",,35.6135589191882,2. Cali-Medellín-Cartagena
"715",ANTIOQUIA,Glorieta Alto de las Palmas,"En la vía Medellín - Las Palmas, sector Chuscalito - Glorieta Alto de las Palmas, km 6+600 y 16+600, aplica en ambos sentidos. Se restringe el tránsito para vehículos de carga con peso bruto superior a 4 toneladas en los siguientes horarios: De lunes a viernes desde las 03:00 horas hasta las 21:00 horas, los días sábados desde las 03:00 horas hasta el siguiente día hábil y los domingos y festivos se restringe el paso las 24 horas del día. Se permite el tránsito de vehículos de carga rígidos de dos ejes cuyo peso bruto vehicular no supere las 17 toneladas fuera de los horarios que se encuentren a restringir. No hay ruta alterna. Resolución No.2018060401592 del 18 de diciembre del 2018.",Medellín - Las Palmas,2023/02/11,-75.549576666,6.21377924699999,Restricción de carga,GOBERNACIÓN,"509",15399.0307289459,"60040","6004","0",0,"50",700,"01",Transversal Medellin - Bogotá,Medellín - Santuario,"2",,103.962146181724,
"716",ANTIOQUIA,Guarne,(Aplica en ambos sentidos),Medellín - Doradal,2018/01/09,-75.409561873,6.23028716699997,Accidente,DITRA,"509",275.492998939543,"60040","6004","0",0,"50",700,"01",Transversal Medellin - Bogotá,Medellín - Santuario,"2",,103.962146181724,
"720",ANTIOQUIA,Farrallones,(Aplica en ambos sentidos),La Pintada - Medellín,2018/01/10,-75.610241151,5.75660617699998,Accidente,DITRA,"157",16797.3859307758,"25090","2509","0",0,"54",0,"01",Troncal de Occidente,La Pintada - Primavera,"2",,53.0952143218446,2. Cali-Medellín-Cartagena
"735",ANTIOQUIA,Sin referencia,"En la vía Valdivia - Tarazá, km 62 y 120, aplica en ambos sentidos. Cierre total el día 31 de agosto de 2022 desde las 12:00 del medio día hasta las 18:00 horas. No hay ruta alterna.",Valdivia - Tarazá,2022/08/31,-75.330215603,7.363053966,Mantenimiento vial,DITRA,"159",19968.6150921999,"25110","2511","0",0,"124",705,"01",Troncal de Occidente,Los Llanos - Tarazá,"1",,124.20462403312,2. Cali-Medellín-Cartagena
"740",ANTIOQUIA,Sin referencia,"Vía Los Llanoa - Tarazá por evento especial, km 13 al 16. Aplica en ambos sentidos en el horario de 14:00 a 19:00 horas el 05 de agosto de 2021, mediante cierres intermitentes. No hay ruta alterna. Resolución 02176 del 05 de agosto de 2021.",Los Llanos - Tarazá,2021/08/05,-75.312771805,7.63865351599998,Evento Especial,Productora Ciudad Lunar,"145",15424.273766603,"25120","2512","0",0,"61",276,"01",Troncal de Occidente,Tarazá - Caucasia,"1",,60.4835437981952,2. Cali-Medellín-Cartagena
"743",ANTIOQUIA,Yarumal,"En la vía Llanos de Cuivá - Tarazá, sector Yarumal, aplica en ambos sentidos. Para todo tipo de vehículos y su punto de encuentro se dará paso de la siguiente manera. Vía Caucasia - Medellín a las 06:00, 11:00 y a las 15:00 horas (La Renault). Vía Yarumal - Caucasia a las 06:00, 11:00 y a las 15:00 horas (Estación de servicio Yarumal). Caucasia - El Bagre - Zaragoza a las a las 10:00 y a las 15:00 horas (Las Maldivas). Planeta rica - Caucasia a las 05:30, 10:30 y a las 14:30 horas (La Báscula). 2. Medellín - Turbo - Montería.",Llanos de Cuivá - Tarazá,2023/03/18,-75.423701866,6.968602713,Evento Especial,DITRA,"159",25252.1485244364,"25110","2511","0",0,"124",705,"01",Troncal de Occidente,Los Llanos - Tarazá,"1",,124.20462403312,2. Cali-Medellín-Cartagena
"750",ANTIOQUIA,Sin Referencia,Aplica en ambos sentidos,Medellín - Manizales,2018/01/16,-75.56595536,5.87503379899999,Vehículo con fallas mecánicas,Ditra,"157",4752.21891411451,"25090","2509","0",0,"54",0,"01",Troncal de Occidente,La Pintada - Primavera,"2",,53.0952143218446,2. Cali-Medellín-Cartagena
"753",ANTIOQUIA,,(Aplica en ambos sentidos),Ye de Hatillo - Don Matías,2018/01/21,-75.37022832,6.42748495400002,Accidente,DITRA,"277",539.991274833703,"62050","6205","0",0,"9",0,"01",Transversal Tribuga - Arauca,Hatillo - Barbosa,"3",,9.01772579133596,5. Medellín-B/manga
"754",ANTIOQUIA,San Felipe,(Aplica en ambos sentidos),Medellín - Tarazá,2018/01/02,-75.364469909,7.53522495200002,Accidente,DITRA,"159",37754.8795594857,"25110","2511","0",0,"124",705,"01",Troncal de Occidente,Los Llanos - Tarazá,"1",,124.20462403312,2. Cali-Medellín-Cartagena
"755",ANTIOQUIA,Sin Referencia,(Aplica en ambos sentidos),El SANTUARIO-CAÑO ALEGRE,2018/01/03,-75.218659082,6.04124083200003,Accidente,Concesión DEVIMED,"205",34835.7619697962,"60050","6005","3",0,"135",600,"01",Transversal Medellin - Bogotá,Peaje Cocorna - Cruce Ruta 45 (Caño Alegre),"1","60",132.246285712595,
"756",ANTIOQUIA,Todo el tramo vial,(Aplica en ambos sentidos) Por partes de las autoridades del sector,Valdivia - Don Matias,2018/01/23,-75.489285238,6.80597498399999,Tránsito de carga extradimensionada.,Ditra,"158",14057.7901271128,"251052","2510","52",474,"87",1295,"01",Troncal de Occidente,Hoyo Rico - Los Llanos,"1",,35.6135589191882,2. Cali-Medellín-Cartagena
"757",ANTIOQUIA,La Frisolera,Fuertes lluvias//Aplica en ambos sentidos,Medellín - Caucasia,2018/01/05,-75.467416492,7.11526167199997,Vehículo con fallas mecánicas,DITRA,"159",11763.2651147118,"25110","2511","0",0,"124",705,"01",Troncal de Occidente,Los Llanos - Tarazá,"1",,124.20462403312,2. Cali-Medellín-Cartagena
"758",ANTIOQUIA,Aragones,Aplica en ambos sentidos,Medellín - Doradal,2018/03/07,-74.975349723,5.982260494,Accidente,Ditra,"205",7302.63946822514,"60050","6005","3",0,"135",600,"01",Transversal Medellin - Bogotá,Peaje Cocorna - Cruce Ruta 45 (Caño Alegre),"1","60",132.246285712595,
"759",ANTIOQUIA,Frisolera,Aplica en ambos sentidos,Medellín - Caucasia,2018/03/14,-75.45751383,7.14415602499997,Vehículo con fallas mecánicas,Ditra,"159",8729.61019895166,"25110","2511","0",0,"124",705,"01",Troncal de Occidente,Los Llanos - Tarazá,"1",,124.20462403312,2. Cali-Medellín-Cartagena
"762",ANTIOQUIA,Matasano,(Aplica en ambos sentidos),Medellín - Caucasia,2018/03/01,-75.436116115,6.99741626600002,Accidente,DITRA,"159",22311.5034928629,"25110","2511","0",0,"124",705,"01",Troncal de Occidente,Los Llanos - Tarazá,"1",,124.20462403312,2. Cali-Medellín-Cartagena
"763",ANTIOQUIA,Sin Referencia,(Aplica en ambos sentidos),Medellín - Puerto Berrío,2018/06/02,-75.371017181,6.418921114,Derrumbe,DITRA,"277",471.85869768496,"62050","6205","0",0,"9",0,"01",Transversal Tribuga - Arauca,Hatillo - Barbosa,"3",,9.01772579133596,5. Medellín-B/manga
"764",ANTIOQUIA,Guaymaral,(Aplica en ambos sentidos),Medellín - Santa Fe de Antioquia,2018/02/24,-75.802404326,6.50221799500002,Accidente,CONCESIÓN DEVIMAR,"140",1334.47991473854,"62040","6204","0",0,"16",0,"01",Troncal de Uraba,Santafé de Antioquia - Puente Aurra,"2",,15.992550550816,2. Cali-Medellín-Cartagena
"765",ANTIOQUIA,Calderas,(Aplica en ambos sentidos),Medellín - Puerto Triunfo,2018/09/15,-75.060065474,5.9975321,Accidente,DITRA,"205",16756.692394959,"60050","6005","3",0,"135",600,"01",Transversal Medellin - Bogotá,Peaje Cocorna - Cruce Ruta 45 (Caño Alegre),"1","60",132.246285712595,
"766",ANTIOQUIA,Alto de la Virgen,Aplica en ambos sentidos,Medellín - Doradal,2018/02/24,-75.463558305,6.31641286600001,Accidente,Ditra,"509",10989.5239773949,"60040","6004","0",0,"50",700,"01",Transversal Medellin - Bogotá,Medellín - Santuario,"2",,103.962146181724,
"767",ANTIOQUIA,La Frisolera,(Aplica en ambos sentidos),Medellín - Caucasia,2018/03/04,-75.392236543,7.24287517599998,Vehículo con fallas mecánicas,DITRA,"159",5278.60459530842,"25110","2511","0",0,"124",705,"01",Troncal de Occidente,Los Llanos - Tarazá,"1",,124.20462403312,2. Cali-Medellín-Cartagena
"768",ANTIOQUIA,Rancheritos,Aplica en ambos sentidos,Bello - Copacabana,2018/03/05,-75.530312808,6.34443358099998,Accidente,Ditra,"497",13033.7744643483,"25100","2510","0",0,"52",474,"01",Troncal de Occidente,Medellìn - Hoyo Rico,"3",,79.8199749677238,2. Cali-Medellín-Cartagena
"769",ANTIOQUIA,Santiago,(Aplica en ambos sentidos),Hatillo - Cisneros,2018/06/03,-75.140226507,6.53699230900003,Deslizamiento,DITRA,"138",9617.89076344633,"62059","6205","9",700,"53",0,"01",Transversal Tribuga - Arauca,Barbosa - Cisneros,"2",,43.3593144218963,5. Medellín-B/manga
"770",ANTIOQUIA,Valdivia,Aplica en ambos sentidos,Medellín - Caucasia,2018/03/28,-75.435977855,7.17191955200002,Accidente,DITRA,"159",4989.3963134898,"25110","2511","0",0,"124",705,"01",Troncal de Occidente,Los Llanos - Tarazá,"1",,124.20462403312,2. Cali-Medellín-Cartagena
"771",ANTIOQUIA,Copacabana,(Aplica en ambos sentidos),Medellín - Girardota,2018/03/22,-75.517557065,6.34937660899999,Mantenimiento vial,DITRA,"497",11755.1142269173,"25100","2510","0",0,"52",474,"01",Troncal de Occidente,Medellìn - Hoyo Rico,"3",,79.8199749677238,2. Cali-Medellín-Cartagena
"772",ANTIOQUIA,Tarazá,Aplica en ambos sentidos,Llanos de Cuivá - Tarazá,2018/03/20,-75.328235868,7.46617223999999,Accidente,DITRA,"159",30901.5463250229,"25110","2511","0",0,"124",705,"01",Troncal de Occidente,Los Llanos - Tarazá,"1",,124.20462403312,2. Cali-Medellín-Cartagena
"773",ANTIOQUIA,Sin Referencia,Aplica en ambos sentidos,Medellín - San Jeronimo,2018/03/24,-75.721277355,6.37406206700001,Derrumbe,DITRA,"609",4162.73617966055,"620416","6204","16",0,"71",0,"01",Troncal de Urabá,Puente Aurra - Medellín,"1","62",54.8963449541892,2. Cali-Medellín-Cartagena
"774",ANTIOQUIA,La Quiebra,Aplica en ambos sentidos,Barbosa - Cisneros,2018/03/24,-75.140309655,6.53699763899999,Vehículo con fallas mecánicas,DITRA,"138",9610.01233074906,"62059","6205","9",700,"53",0,"01",Transversal Tribuga - Arauca,Barbosa - Cisneros,"2",,43.3593144218963,5. Medellín-B/manga
"778",ANTIOQUIA,Sin referencia,Aplica en ambos sentidos,Medellín - Caño Alegre,2018/04/06,-75.517294132,6.327556566,Accidente,DITRA,"509",15783.3174645013,"60040","6004","0",0,"50",700,"01",Transversal Medellin - Bogotá,Medellín - Santuario,"2",,103.962146181724,
"779",ANTIOQUIA,El Pital,Aplica en ambos sentidos,Valdivia - Tarazá,2018/04/14,-75.394720539,7.25779006900001,Vehículo con fallas mecánicas,DITRA,"159",6903.36786786694,"25110","2511","0",0,"124",705,"01",Troncal de Occidente,Los Llanos - Tarazá,"1",,124.20462403312,2. Cali-Medellín-Cartagena
"780",ANTIOQUIA,Santiago,(Aplica en ambos sentidos) Sólo paso para vehículos livianos.,Hatillo - Cisneros,2018/06/03,-75.140454494,6.53604897999998,Accidente,DITRA,"138",9547.60541390459,"62059","6205","9",700,"53",0,"01",Transversal Tribuga - Arauca,Barbosa - Cisneros,"2",,43.3593144218963,5. Medellín-B/manga
"781",ANTIOQUIA,Quebrada El Sapo,"En la vía Santa Fé de Antioquia - San Jerónimo, sector Quebrada El Sapo, km 17+950, aplica en ambos sentidos. No hay ruta alterna.",Santa Fé de Antioquia - San Jerónimo,2022/10/20,-75.760812235,6.46391550599998,Deslizamiento,DITRA,"140",6783.26636041191,"62040","6204","0",0,"16",0,"01",Troncal de Uraba,Santafé de Antioquia - Puente Aurra,"2",,15.992550550816,2. Cali-Medellín-Cartagena
"782",ANTIOQUIA,El Abejero,Aplica en ambos sentidos,Bolombolo - Santa Fe de Antioquia,2018/05/31,-75.866523393,6.05199031500001,Derrumbe,DITRA,"387",21185.5955988939,25B020,25B02,"0",0,"73",10,"01",Alternas a la Troncal de Occidente,Bolombolo - Santafé de Antioquia,"2",,72.4526399445657,
"785",ANTIOQUIA,Puente Guasimalito,Aplica en ambos sentidos,Medellín - Cisneros,2018/06/06,-75.523049273,6.34591155499999,Accidente,Concesión Hato Vial,"497",12418.6247775389,"25100","2510","0",0,"52",474,"01",Troncal de Occidente,Medellìn - Hoyo Rico,"3",,79.8199749677238,2. Cali-Medellín-Cartagena
"786",ANTIOQUIA,Alto de la Quiebra,(Aplica en ambos sentidos),Barbosa - Cisneros,2018/07/14,-75.137259984,6.53678583200002,Vehículo con fallas mecánicas,DITRA,"138",9899.67801798823,"62059","6205","9",700,"53",0,"01",Transversal Tribuga - Arauca,Barbosa - Cisneros,"2",,43.3593144218963,5. Medellín-B/manga
"787",ANTIOQUIA,Guarne,Aplica en ambos sentidos,Medellín - El Santuario,2018/04/24,-75.446154166,6.27765160299998,Accidente,DITRA,"509",6357.57139207165,"60040","6004","0",0,"50",700,"01",Transversal Medellin - Bogotá,Medellín - Santuario,"2",,103.962146181724,
"788",ANTIOQUIA,La Abuela,Aplica en ambos sentidos,Hatillo - Cisneros,2018/04/25,-75.264624679,6.50071547099998,Rescate de vehículo,DITRA,"138",5251.8101881508,"62059","6205","9",700,"53",0,"01",Transversal Tribuga - Arauca,Barbosa - Cisneros,"2",,43.3593144218963,5. Medellín-B/manga
"789",ANTIOQUIA,Piedras,(Aplica en ambos sentidos),Yarumal - caucasia,2018/07/16,-75.379573748,7.54946762499998,Caída de árbol,DITRA,"159",39203.8854291718,"25110","2511","0",0,"124",705,"01",Troncal de Occidente,Los Llanos - Tarazá,"1",,124.20462403312,2. Cali-Medellín-Cartagena
"790",ANTIOQUIA,El Brechón,(Aplica en ambos sentidos),Betulia - Urrao,2018/04/24,-76.002275692,6.12633092099998,Derrumbe,DITRA,"387",21836.1429532127,25B020,25B02,"0",0,"73",10,"01",Alternas a la Troncal de Occidente,Bolombolo - Santafé de Antioquia,"2",,72.4526399445657,
"791",ANTIOQUIA,Sin referencia,"En la vía Transversal Tribugá – Arauca, km 9+700 - 11+750 y 20, aplica en sentido Barbosa - Cisneros. Día 07 de mayo de 2023 desde las 05:00 hasta las 08:00 horas. Rutas alternas: 1. Barbosa – Cisneros – Vía Antigua. 2. San Roque – Santo Domingo - Barbosa. Resolución 01485 del 06 de mayo de 2023.",Transversal Tribugá – Arauca,2023/05/07,-75.28868281,6.46757851400002,Evento Deportivo,LA RUTA COLOMBIA,"138",8528.04466959167,"62059","6205","9",700,"53",0,"01",Transversal Tribuga - Arauca,Barbosa - Cisneros,"2",,43.3593144218963,5. Medellín-B/manga
"794",ANTIOQUIA,Sin Referencia,(Aplica en ambos sentidos),Bello - Hatillo,2018/04/04,-75.479339985,6.381204997,Accidente,DITRA,"497",6626.35872075553,"25100","2510","0",0,"52",474,"01",Troncal de Occidente,Medellìn - Hoyo Rico,"3",,79.8199749677238,2. Cali-Medellín-Cartagena
"795",ANTIOQUIA,La Laja,Aplica en ambos sentidos,Medellín - Doradal,2018/01/13,-75.376338684,6.18512368799998,Accidente,Ditra,"509",6464.16552050883,"60040","6004","0",0,"50",700,"01",Transversal Medellin - Bogotá,Medellín - Santuario,"2",,103.962146181724,
"796",ANTIOQUIA,Matasanos,Aplica en ambos sentidos,Medellín - Don Matias,2018/01/13,-75.369119894,6.45248702100002,Accidente,Ditra,"497",9902.85141659765,"25100","2510","0",0,"52",474,"01",Troncal de Occidente,Medellìn - Hoyo Rico,"3",,79.8199749677238,2. Cali-Medellín-Cartagena
"797",ANTIOQUIA,La Frisolera,Aplica en ambos sentidos,Medellín - Caucasia,2018/04/13,-75.467686655,7.11767723899999,Vehículo con fallas mecánicas,DITRA,"159",11583.2249989916,"25110","2511","0",0,"124",705,"01",Troncal de Occidente,Los Llanos - Tarazá,"1",,124.20462403312,2. Cali-Medellín-Cartagena
"798",ANTIOQUIA,La Frisolera,"Fuertes lluvias
(Aplica en ambos sentidos)",Medellín - Caucasia,2018/04/27,-75.453632164,7.02007523899999,Evento Especial,DITRA,"159",20362.2291067966,"25110","2511","0",0,"124",705,"01",Troncal de Occidente,Los Llanos - Tarazá,"1",,124.20462403312,2. Cali-Medellín-Cartagena
"799",ANTIOQUIA,Tarazá,"En la vía Yarumal - Caucasia, sector Tarazá, aplica en ambos sentidos. No hay ruta alterna.",Yarumal - Caucasia,2023/04/09,-75.399361407,7.58154212400001,Accidente,DITRA,"159",42702.1034799778,"25110","2511","0",0,"124",705,"01",Troncal de Occidente,Los Llanos - Tarazá,"1",,124.20462403312,2. Cali-Medellín-Cartagena
"800",ANTIOQUIA,Botero,Aplica en ambos sentidos,Medellín - Cisneros,2018/05/21,-75.229225058,6.53736513199999,Deslizamiento,DITRA,"138",4681.78478498651,"62059","6205","9",700,"53",0,"01",Transversal Tribuga - Arauca,Barbosa - Cisneros,"2",,43.3593144218963,5. Medellín-B/manga
